build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","2","0","0","2026-04-07T23:52:27Z","62167321","459955","32.172649","0.237655"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","4","0","0","2026-04-07T23:52:27Z","121551857","585881","32.908378","0.158808"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","8","0","0","2026-04-07T23:52:28Z","159230825","1275355","50.244081","0.398426"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","16","0","0","2026-04-07T23:52:29Z","206215109","2151415","77.595596","0.804395"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","32","0","0","2026-04-07T23:52:30Z","480796681","2312227","66.557425","0.318566"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","64","0","0","2026-04-07T23:52:33Z","1853521357","4148080","34.529009","0.077235"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","128","0","0","2026-04-07T23:52:44Z","2029594363","2396355","63.066860","0.074475"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","256","0","0","2026-04-07T23:52:56Z","2584428739","3423925","99.054911","0.131245"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-04-07T23:53:12Z","3716026741","6705627","137.781929","0.248440"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q3_K_XL.gguf","gemma4 E2B Q3_K - Medium","2899249292","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","1024","0","0","2026-04-07T23:53:34Z","7531431110","9350700","135.963703","0.168778"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","2","0","0","2026-04-07T23:54:20Z","58956544","295699","33.923974","0.170274"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","4","0","0","2026-04-07T23:54:21Z","113043863","754844","35.385750","0.234956"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","8","0","0","2026-04-07T23:54:21Z","141930103","737901","56.366997","0.294191"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","16","0","0","2026-04-07T23:54:22Z","168689633","459497","94.849308","0.258436"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","32","0","0","2026-04-07T23:54:23Z","529302783","914319","60.457034","0.104485"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","64","0","0","2026-04-07T23:54:26Z","1907366154","1825315","33.554148","0.032098"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","128","0","0","2026-04-07T23:54:38Z","2089294100","3267998","61.264831","0.095750"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","256","0","0","2026-04-07T23:54:50Z","2703147496","4994562","94.704673","0.175365"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-04-07T23:55:07Z","3949593602","8835828","129.634110","0.290005"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q4_K_XL.gguf","gemma4 E2B Q4_K - Medium","3158225036","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","1024","0","0","2026-04-07T23:55:30Z","8053452228","28985945","127.151758","0.457646"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","2","0","0","2026-04-07T23:56:20Z","58089742","375579","34.430640","0.223131"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","4","0","0","2026-04-07T23:56:20Z","110693629","312915","36.136005","0.102183"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","8","0","0","2026-04-07T23:56:21Z","138853706","463362","57.615108","0.192404"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","16","0","0","2026-04-07T23:56:22Z","168909325","2313309","94.739403","1.279979"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","32","0","0","2026-04-07T23:56:23Z","572008136","4624641","55.946155","0.447566"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","64","0","0","2026-04-07T23:56:26Z","1950696203","2695809","32.808849","0.045305"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","128","0","0","2026-04-07T23:56:38Z","2148270328","5144213","59.583091","0.142289"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","256","0","0","2026-04-07T23:56:51Z","2720843491","2807894","94.088550","0.096942"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-04-07T23:57:07Z","3873067124","1942624","132.194999","0.066297"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q5_K_XL.gguf","gemma4 E2B Q5_K - Medium","4276181132","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","1024","0","0","2026-04-07T23:57:30Z","7856264742","3443372","130.341860","0.057111"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q6_K_XL.gguf","gemma4 E2B Q6_K","4694268044","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","2","0","0","2026-04-07T23:58:19Z","62276940","1701446","32.133150","0.848028"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q6_K_XL.gguf","gemma4 E2B Q6_K","4694268044","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","4","0","0","2026-04-07T23:58:19Z","113985256","822168","35.093714","0.252319"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q6_K_XL.gguf","gemma4 E2B Q6_K","4694268044","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","8","0","0","2026-04-07T23:58:20Z","141970260","823752","56.351354","0.328332"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q6_K_XL.gguf","gemma4 E2B Q6_K","4694268044","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","16","0","0","2026-04-07T23:58:21Z","170605636","1346168","93.788193","0.737667"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q6_K_XL.gguf","gemma4 E2B Q6_K","4694268044","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","32","0","0","2026-04-07T23:58:22Z","646309435","2283918","49.512382","0.174997"
"69c28f154","8696","Intel(R) Xeon(R) W-3245 CPU @ 3.20GHz","AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo, AMD Radeon Pro Vega II Duo","Vulkan","/Users/oleksandr/projects/llms/gemma4/gemma-4-E2B-it-UD-Q6_K_XL.gguf","gemma4 E2B Q6_K","4694268044","4647450147","2048","512","16","0x0","0","50","f16","f16","0","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","64","0","0","2026-04-07T23:58:26Z","2024370487","1030713","31.614773","0.016070"
